,tweet_id,airline_sentiment,airline_sentiment_confidence,negativereason,negativereason_confidence,airline,airline_sentiment_gold,name,negativereason_gold,retweet_count,text,tweet_coord,tweet_created,tweet_location,user_timezone
17,570276917301137409,negative,1.0,Bad Flight,1.0,Virgin America,,heatherovieda,,0,flew nyc sfo last week couldnt fully sit seat due two large gentleman either side help,,2015-02-24 09:39:46 -0800,this place called NYC,Eastern Time (US & Canada)
18,570270684619923457,positive,1.0,,,Virgin America,,thebrandiray,,0,flying,,2015-02-24 09:15:00 -0800,Somewhere celebrating life. ,Atlantic Time (Canada)
19,570267956648792064,positive,1.0,,,Virgin America,,JNLpierce,,0,know would amazingly awesome bosfll want fly,,2015-02-24 09:04:10 -0800,Boston | Waltham,Quito
20,570265883513384960,negative,0.6705,Can't Tell,0.3614,Virgin America,,MISSGJ,,0,first fare may three time carrier seat available select,,2015-02-24 08:55:56 -0800,,
21,570264145116819457,positive,1.0,,,Virgin America,,DT_Les,,0,love graphic httptcout5grrwaaa,"[40.74804263, -73.99295302]",2015-02-24 08:49:01 -0800,,
22,570259420287868928,positive,1.0,,,Virgin America,,ElvinaBeck,,0,love hipster innovation feel good brand,,2015-02-24 08:30:15 -0800,Los Angeles,Pacific Time (US & Canada)
23,570258822297579520,neutral,1.0,,,Virgin America,,rjlynch21086,,0,making bosgtlas non stop permanently anytime soon,,2015-02-24 08:27:52 -0800,"Boston, MA ",Eastern Time (US & Canada)
24,570256553502068736,negative,1.0,Customer Service Issue,0.3557,Virgin America,,ayeevickiee,,0,guy messed seating reserved seating friend guy gave seat away want free internet,,2015-02-24 08:18:51 -0800,714,Mountain Time (US & Canada)
25,570249102404923392,negative,1.0,Customer Service Issue,1.0,Virgin America,,Leora13,,0,status match program applied three week called emailed response,,2015-02-24 07:49:15 -0800,,
26,570239632807370753,negative,1.0,Can't Tell,0.6614,Virgin America,,meredithjlynn,,0,happened ur vegan food option least say ur site know wont able eat anything next hr fail,,2015-02-24 07:11:37 -0800,,
27,570217831557677057,neutral,0.6854,,,Virgin America,,AdamSinger,,0,miss dont worry well together soon,,2015-02-24 05:44:59 -0800,"San Francisco, CA",Central Time (US & Canada)
28,570207886493782019,negative,1.0,Bad Flight,1.0,Virgin America,,blackjackpro911,,0,amazing cant cold air vent vx358 noair worstflightever roasted sfotobos,"[42.361016, -71.02000488]",2015-02-24 05:05:28 -0800,"San Mateo, CA & Las Vegas, NV",
29,570124596180955136,neutral,0.615,,0.0,Virgin America,,TenantsUpstairs,,0,lax ewr middle seat red eye noob maneuver sendambien andchexmix,"[33.94540417, -118.4062472]",2015-02-23 23:34:30 -0800,Brooklyn,Atlantic Time (Canada)
30,570114021854212096,negative,1.0,Flight Booking Problems,1.0,Virgin America,,jordanpichler,,0,hi bked cool birthday trip cant add elevate cause entered middle name booking problem,,2015-02-23 22:52:29 -0800,,Vienna
31,570094701371469825,neutral,1.0,,,Virgin America,,JCervantezzz,,0,hour operation club sfo posted online current,,2015-02-23 21:35:43 -0800,"California, San Francisco",Pacific Time (US & Canada)
32,570088404156698625,negative,1.0,Customer Service Issue,1.0,Virgin America,,Cuschoolie1,,0,help left expensive headphone iad lax today seat one answering lampf number lax,"[33.94209449, -118.40410103]",2015-02-23 21:10:41 -0800,Washington DC,Quito
33,570084582780899328,negative,1.0,Customer Service Issue,1.0,Virgin America,,amanduhmccarty,,0,awaiting return phone call would prefer use online selfservice option,,2015-02-23 20:55:30 -0800,,Pacific Time (US & Canada)
34,570076792993611776,positive,1.0,,,Virgin America,,NorthTxHomeTeam,,0,great news america could start flight hawaii end year httptcor8p2zy3fe4 via pacificbiznews,"[33.2145038, -96.9321504]",2015-02-23 20:24:33 -0800,Texas,Central Time (US & Canada)
35,570051991277342720,neutral,0.6207,,,Virgin America,,miaerolinea,,0,nice rt vibe moodlight takeoff touchdown moodlitmonday sciencebehindtheexperience httptcoy7o0unxtqp,,2015-02-23 18:46:00 -0800,Worldwide,Caracas
36,570051381534396416,positive,1.0,,,Virgin America,,Nicsplace,,0,moodlighting way fly best experience ever cool calming moodlitmonday,,2015-02-23 18:43:35 -0800,Central Texas,
37,570045393565691904,positive,1.0,,,Virgin America,,Nicsplace,,0,freddieawards done done best airline around hand,,2015-02-23 18:19:47 -0800,Central Texas,
38,570038941497192448,neutral,0.6791,,0.0,Virgin America,,elisha_malulani,,0,book hawaii,,2015-02-23 17:54:09 -0800,i'm creating a monster ,Pacific Time (US & Canada)
39,570035876845084672,negative,1.0,Customer Service Issue,1.0,Virgin America,,DannyDouglass,,0,chat support working site httptcovhp2gtdwpk,,2015-02-23 17:41:58 -0800,"San Francisco, CA",Pacific Time (US & Canada)
40,570033593394667521,positive,0.6639,,,Virgin America,,jamesferrandini,,0,view downtown los angeles hollywood sign beyond rain mountain httptcodw5nf0ibtr,,2015-02-23 17:32:54 -0800,,
41,570025482344898560,negative,0.6688,Flight Booking Problems,0.6688,Virgin America,,will_lenzenjr,,0,hey first time flyer next week excited im hard time getting flight added elevate account help,,2015-02-23 17:00:40 -0800,Iowa City,Central Time (US & Canada)
42,570016304284901379,neutral,1.0,,,Virgin America,,GottAmanda,,0,plz help win bid upgrade laxgtsea,"[34.0219817, -118.38591198]",2015-02-23 16:24:11 -0800,Los Angeles,
43,570015408788414464,neutral,0.6578,,0.0,Virgin America,,KGervaise,,0,unused ticket moved new city dont fly fly expires travelhelp,,2015-02-23 16:20:38 -0800,Georgia,Pacific Time (US & Canada)
44,570013523650048002,neutral,1.0,,,Virgin America,,papamurat,,0,flight leaving dallas seattle time feb,,2015-02-23 16:13:09 -0800,,
45,570012257549070337,positive,1.0,,,Virgin America,,arieldaie,,0,im elevategold good reason rock,,2015-02-23 16:08:07 -0800,Los Angeles,
46,570011341483843584,neutral,0.6799,,,Virgin America,,vacations7,,0,dream httptcooa2drfaoq2 httptcolwwdac2khx,,2015-02-23 16:04:28 -0800,Turks and caicos,
47,570010571707256832,positive,1.0,,,Virgin America,,ChelseaPoe666,,0,wow blew mind,,2015-02-23 16:01:25 -0800,Oakland via Midwest ,Atlantic Time (Canada)
48,570010539499393025,neutral,1.0,,,Virgin America,,BobGlavinVO,,0,ladygaga carrieunderwood last night tribute soundofmusic oscars2015 ladygaga think carrieunderwood agree,,2015-02-23 16:01:17 -0800,"New York, NY",Eastern Time (US & Canada)
49,570009713447825408,neutral,0.6436,,,Virgin America,,lisaaiko,,0,ladygaga carrieunderwood entertaining,,2015-02-23 15:58:00 -0800,,
50,570009035455344640,neutral,0.6764,,0.0,Virgin America,,grantbrowne,,0,way supposed take minute ago website still show time,,2015-02-23 15:55:18 -0800,Worldwide,Central Time (US & Canada)
51,570006886012973056,positive,0.657,,,Virgin America,,joyabsalon,,0,ladygaga carrieunderwood julie andrew way though ladygaga impressive carrieunderwood,,2015-02-23 15:46:46 -0800,Northern Virginia,Eastern Time (US & Canada)
52,570004391731847169,neutral,1.0,,,Virgin America,,2v,,0,wish flew atlanta soon,,2015-02-23 15:36:51 -0800,Los Angeles / Atlanta,Eastern Time (US & Canada)
53,570001194900426752,neutral,0.7118,,0.0,Virgin America,,KSmithFoundHere,,0,ladygaga carrieunderwood julie andrew hand,,2015-02-23 15:24:09 -0800,,Atlantic Time (Canada)
54,570000071644872704,neutral,1.0,,,Virgin America,,papamurat,,0,flight leaving dallas la february th,,2015-02-23 15:19:41 -0800,,
55,569996412286582784,negative,0.6939,Flight Booking Problems,0.6939,Virgin America,,murphicus,,0,hi im excited lgagtdal deal ive trying book since last week amp page never load thx,,2015-02-23 15:05:09 -0800,"new york, new york",Eastern Time (US & Canada)
56,569996245462159361,positive,1.0,,,Virgin America,,VinnieFerra,,0,know need spotify stat guiltypleasures,,2015-02-23 15:04:29 -0800,"brooklyn, Ny",Pacific Time (US & Canada)
57,569990222609412097,positive,0.635,,,Virgin America,,KevinDemsi,,0,ladygaga carrieunderwood im lady gaga amazing,,2015-02-23 14:40:33 -0800,"Bali, Republic of Indonesia",Kuala Lumpur
58,569990163209850881,neutral,0.7007,,,Virgin America,,giffgaffman,,0,ladygaga carrieunderwood carrie,,2015-02-23 14:40:19 -0800,"UK, USA. ",
59,569989504431316993,neutral,1.0,,,Virgin America,,HanlonBrothers,,0,new marketing song httpstcof2lfulcbq7 let u know think,,2015-02-23 14:37:42 -0800,"Gold Coast, Australia",Brisbane
60,569989321698074624,neutral,1.0,,,Virgin America,,emilybg78,,0,ladygaga carrieunderwood julie andrew first lady gaga wowd last night carrie meh,,2015-02-23 14:36:58 -0800,"Stockton, CA",Arizona
61,569989034501500928,negative,1.0,Customer Service Issue,1.0,Virgin America,,rachie1126,,0,called week ago adding flight elevatethey still havent shown uphelp,,2015-02-23 14:35:50 -0800,"New York, NY",Eastern Time (US & Canada)
62,569987622484848640,neutral,0.6858,,,Virgin America,,adawson66,,0,ladygaga carrieunderwood great go carrieunderwood,"[33.57963333, -117.73024772]",2015-02-23 14:30:13 -0800,,
63,569986782567071744,neutral,1.0,,,Virgin America,,SocialPLC,,0,ladygaga carrieunderwood sorry mary martin first,,2015-02-23 14:26:53 -0800,"Twin Cities, Minn.",Eastern Time (US & Canada)
64,569986348041547778,positive,1.0,,,Virgin America,,jeffreymace01,,0,ladygaga carrieunderwood love three really cant beat classic,,2015-02-23 14:25:09 -0800,,
65,569982307634794497,neutral,0.6814,,0.0,Virgin America,,1stcrown,,0,dal dca pm tried check could status,,2015-02-23 14:09:06 -0800,USA,Central Time (US & Canada)
66,569976620158578688,negative,1.0,Customer Service Issue,1.0,Virgin America,,onerockgypsy,,0,heyyyy guyyyys trying hour someone call,,2015-02-23 13:46:30 -0800,next city,Pacific Time (US & Canada)
67,569973821396152323,negative,1.0,Late Flight,0.6789,Virgin America,,noelduan,,0,hi virgin im hold minute earlier flight la nyc tonight earlier pm,,2015-02-23 13:35:23 -0800,SF ↔ NY,Eastern Time (US & Canada)
68,569972508499283968,positive,0.6922,,,Virgin America,,Travelzoo,,0,congrats winning travelzoo award best deal airline u httptcokj1iljaebv,,2015-02-23 13:30:10 -0800,"New York, NY",Pacific Time (US & Canada)
69,569967019958730753,negative,1.0,Lost Luggage,1.0,Virgin America,,gianagon,,0,everything fine lost bag,"[40.6413712, -73.78311558]",2015-02-23 13:08:21 -0800,New York + Panama,Eastern Time (US & Canada)
70,569961866224652288,neutral,1.0,,,Virgin America,,bxchen,,0,need change reservation virgin credit card need modify phone waive change fee online,,2015-02-23 12:47:52 -0800,"San Francisco, CA",Eastern Time (US & Canada)
71,569949891163615232,neutral,0.6492,,0.0,Virgin America,,seimatrun,,0,emailed customer service team let know need tracking number,,2015-02-23 12:00:17 -0800,Los Angeles,
72,569948966873370625,neutral,1.0,,,Virgin America,,jamied7,,0,hi booked need add baggage,,2015-02-23 11:56:37 -0800,"London, England",London
73,569946362126602240,negative,1.0,Flight Attendant Complaints,0.3516,Virgin America,,seimatrun,,0,airline awesome lax loft need step game dirty table floor httptcohy0vrfhjht,,2015-02-23 11:46:16 -0800,Los Angeles,
74,569942903683813376,positive,1.0,,,Virgin America,,mrmichaellay,,0,worried great ride new plane great crew airline like,"[36.08457854, -115.13780136]",2015-02-23 11:32:31 -0800,Floridian from Cincinnati ,Eastern Time (US & Canada)
75,569941957490774016,positive,1.0,,,Virgin America,,TaylorLumsden,,0,awesome flew yall sat morning way correct bill,,2015-02-23 11:28:46 -0800,"Dallas, Texas",Mountain Time (US & Canada)
76,569940834994401280,neutral,1.0,,,Virgin America,,campusmoviefest,,0,watch best student film country foot cmfat35000feet httptcokek5pdmgif,,2015-02-23 11:24:18 -0800,USA,Eastern Time (US & Canada)
77,569940323746516993,neutral,1.0,,,Virgin America,,TaylorLumsden,,0,first time flying different ratepolicy medium bag,,2015-02-23 11:22:16 -0800,"Dallas, Texas",Mountain Time (US & Canada)
78,569935232033366017,negative,1.0,Customer Service Issue,1.0,Virgin America,,meme_meng,,0,going customer service anyway speak human asap,,2015-02-23 11:02:02 -0800,,
79,569934395865493504,neutral,1.0,,,Virgin America,,kyle_romanoff,,0,happened doom,,2015-02-23 10:58:43 -0800,,
80,569933816963342337,negative,1.0,Customer Service Issue,1.0,Virgin America,,GunsNDip,,0,cant supp biz traveler like customer service like neverflyvirginforbusiness,,2015-02-23 10:56:25 -0800,,Pacific Time (US & Canada)
81,569933777931145216,positive,1.0,,,Virgin America,,artisticwritr87,,0,ive applied member inflight crew teamim interested flightattendant dreampath g,,2015-02-23 10:56:16 -0800,"Seattle, WA",Pacific Time (US & Canada)
82,569933405506310144,negative,0.6792,Late Flight,0.3477,Virgin America,,arieldaie,,0,youre best whenever begrudgingly use airline im delayed late,,2015-02-23 10:54:47 -0800,Los Angeles,
83,569933360564342784,negative,1.0,Can't Tell,1.0,Virgin America,,GunsNDip,,0,interesting flying cancelled next four flight plannedneverflyvirginforbusiness,,2015-02-23 10:54:36 -0800,,Pacific Time (US & Canada)
84,569929243146088448,negative,1.0,Can't Tell,1.0,Virgin America,,GunsNDip,,0,disappointing experience shared every business traveler meet neverflyvirgin,,2015-02-23 10:38:14 -0800,,Pacific Time (US & Canada)
85,569926998824394752,negative,1.0,Flight Booking Problems,1.0,Virgin America,,jsatk,,0,im trouble adding wife booked elevate account help httptcopx8hqoks3r,"[0.0, 0.0]",2015-02-23 10:29:19 -0800,"Lower Pacific Heights, SF, CA",Pacific Time (US & Canada)
86,569923394990419968,neutral,0.6705,,0.0,Virgin America,,serenaklal,,0,cant bring reservation online using booking problem code,,2015-02-23 10:15:00 -0800,Chicago,Eastern Time (US & Canada)
87,569922008588222465,neutral,1.0,,,Virgin America,,openambit1,,0,random q whats distribution elevate avatar bet kitty disproportionate share httptcoaptzpurop4,,2015-02-23 10:09:30 -0800,,
88,569920824905306113,neutral,0.6545,,0.0,Virgin America,,cabowine,,0,lt3 flying va life happens trying change trip jperhi helpva home page let,,2015-02-23 10:04:47 -0800,"Los Cabos,Mexico",Arizona
89,569919041244147712,negative,1.0,Can't Tell,0.6513,Virgin America,,MaryAnnTaylorT,,0,site back,,2015-02-23 09:57:42 -0800,"New York, NY",Arizona
90,569915941192015872,neutral,1.0,,,Virgin America,,RamotControl,,0,rnp yeah know,,2015-02-23 09:45:23 -0800,,Pacific Time (US & Canada)
91,569913339427434496,neutral,0.6639,,0.0,Virgin America,,losermelon,,0,hi point elevate account recent add point account,,2015-02-23 09:35:03 -0800,,
92,569911816937033728,negative,1.0,Cancelled Flight,1.0,Virgin America,,AlisonK33774854,,0,like tv interesting video disappointed cancelled flightled flight went jfk saturday,,2015-02-23 09:29:00 -0800,,
93,569911674158731264,negative,1.0,Late Flight,1.0,Virgin America,,GunsNDip,,0,landed lax hour late bag check business travel friendly nomorevirgin,,2015-02-23 09:28:26 -0800,,Pacific Time (US & Canada)
94,569911218942517248,neutral,0.6765,,0.0,Virgin America,,yazdanagh,,0,redirected,,2015-02-23 09:26:37 -0800,,
95,569910981868060673,negative,1.0,Customer Service Issue,0.6863,Virgin America,,MerchEngines,,0,website btw new website isnt great user experience time another redesign,,2015-02-23 09:25:41 -0800,"Los Angeles, CA",Arizona
96,569909224521641984,negative,1.0,Customer Service Issue,0.6771,Virgin America,,ColorCartel,,0,cant check add bag website isnt working ive tried desktop mobile httptcoavyqdmpi1y,,2015-02-23 09:18:42 -0800,"Austin, TX",Mountain Time (US & Canada)
97,569907336485019648,negative,1.0,Can't Tell,0.659,Virgin America,,MustBeSpoken,,0,let scanned passenger leave plane told someone remove bag st class bin uncomfortable,,2015-02-23 09:11:12 -0800,,
98,569896805611089920,negative,1.0,Flight Booking Problems,0.6714,Virgin America,,mattbunk,,0,phone number cant find call reservation,,2015-02-23 08:29:21 -0800,"Sterling Heights, MI",Eastern Time (US & Canada)
99,569894449620369408,negative,1.0,Customer Service Issue,1.0,Virgin America,,louisjenny,,0,anyone anything today website useless one answering phone,,2015-02-23 08:19:59 -0800,Washington DC,Quito
100,569894407001939968,neutral,1.0,,,Virgin America,,STravelsW,,0,trying add boy prince ressie sf thursday lax httptcogsb2j3c4gm,,2015-02-23 08:19:49 -0800,"Manhattan Beach, CA",
101,569892199690678272,negative,1.0,Late Flight,0.6882,Virgin America,,GunsNDip,,0,must traveler miss late check bag missed morning appointment lost business sfo2lax,,2015-02-23 08:11:03 -0800,,Pacific Time (US & Canada)
102,569891469210755074,neutral,1.0,,,Virgin America,,joeyrenagade,,0,check new music httptcomarcnocwzn,,2015-02-23 08:08:08 -0800,Greater Los Angeles,
103,569891436100874241,negative,0.6925,Late Flight,0.3521,Virgin America,,mrmichaellay,,0,hows direct fllgtsfo unexpected layover vega fuel yet peep next bought vega sneaky,"[0.0, 0.0]",2015-02-23 08:08:01 -0800,Floridian from Cincinnati ,Eastern Time (US & Canada)
104,569887310713479168,negative,1.0,Late Flight,0.3486,Virgin America,,GunsNDip,,0,late bag check lost business missed apt three people exp,,2015-02-23 07:51:37 -0800,,Pacific Time (US & Canada)
105,569887049446076416,positive,1.0,,,Virgin America,,TheDuchessSF,,0,amazing customer service raeann sf shes best customerservice flying,,2015-02-23 07:50:35 -0800,Online,Pacific Time (US & Canada)
106,569884551712886785,negative,1.0,Customer Service Issue,1.0,Virgin America,,BeLeather,,0,called service line hung awesome sarcasm,"[0.0, 0.0]",2015-02-23 07:40:39 -0800,,Pacific Time (US & Canada)
107,569884407852437504,negative,1.0,Flight Booking Problems,0.6366,Virgin America,,BeLeather,,0,site tripping im trying check im getting plain text version reluctant enter card info,"[0.0, 0.0]",2015-02-23 07:40:05 -0800,,Pacific Time (US & Canada)
108,569881548515708928,neutral,0.6593,,0.0,Virgin America,,drcaseydrake,,0,scheduled sfo dal today changed th due weather look like still,"[37.79374402, -122.39327564]",2015-02-23 07:28:43 -0800,"Dallas, TX",
109,569873669700358144,positive,0.6823,,0.0,Virgin America,,flyfromWAS,,0,getaway deal may oneway lot cool city httptcotzzjhuibch cheapflights farecompare,,2015-02-23 06:57:25 -0800,"Washington, DC",Eastern Time (US & Canada)
110,569873668131717120,neutral,1.0,,,Virgin America,,flyfromSEA,,0,getaway deal may oneway lot cool city httptcorpdbpx3wnd cheapflights farecompare,,2015-02-23 06:57:24 -0800,Seattle,Central Time (US & Canada)
111,569873665640292353,positive,0.6806,,,Virgin America,,flyfromNYC,,0,getaway deal may oneway lot cool city httptcob2xi4yg5t8 cheapflights farecompare,,2015-02-23 06:57:24 -0800,"New York City, NY",Central Time (US & Canada)
112,569873664612704256,neutral,0.6529,,,Virgin America,,flyfromLAX,,0,getaway deal may oneway lot cool city httptcoqdljhsloi5 cheapflights farecompare,,2015-02-23 06:57:24 -0800,"Los Angeles, CA",Central Time (US & Canada)
113,569872058613673984,positive,0.6779999999999999,,,Virgin America,,Silvanabfer,,0,great week,,2015-02-23 06:51:01 -0800,,
114,569861209781989377,positive,0.3482,,0.0,Virgin America,,AdamJdubs,,0,come back phl already need take u horrible cold pleasecomeback httptcoglxfwp6nqh,,2015-02-23 06:07:54 -0800,Earth,Eastern Time (US & Canada)
115,569847920192655361,negative,1.0,Late Flight,1.0,Virgin America,,nicholas_v,,0,concerned fly plane need delayed due tech stop,"[26.074379, -80.1416831]",2015-02-23 05:15:06 -0800,,Eastern Time (US & Canada)
116,569814339785338880,positive,1.0,,,Virgin America,,tstashajones,,0,best airline flown oneasy change reservationhelpful representative amp comfortable flying experience,,2015-02-23 03:01:39 -0800,"Halifax, Nova Scotia, Canada",Eastern Time (US & Canada)
117,569777607371128834,positive,1.0,,,Virgin America,,SkateMamas,,0,another rep kicked butt naelah represents team beautifully,,2015-02-23 00:35:42 -0800,"Los Angeles, CA",
118,569774078233419776,positive,1.0,,,Virgin America,,dngoo,,0,beautiful frontend design right cool still book ticket bc backend secure,,2015-02-23 00:21:40 -0800,"Near a park, water, or lights",Pacific Time (US & Canada)
119,569770363623575552,positive,1.0,,,Virgin America,,SamBrittenham,,0,love team running gate e9 la tonight waited delayed kept thing entertaining,,2015-02-23 00:06:55 -0800,USA,Eastern Time (US & Canada)
120,569748316776325120,negative,0.6832,Customer Service Issue,0.3773,Virgin America,,usagibrian,,0,use another browser amp brand reputation built tech response doesnt crossbrowser compatible website,,2015-02-22 22:39:18 -0800,San Francisco CA,Pacific Time (US & Canada)
121,569741221783957504,negative,1.0,Flight Booking Problems,0.6767,Virgin America,,usagibrian,,0,booking problem site totally folk problem,,2015-02-22 22:11:07 -0800,San Francisco CA,Pacific Time (US & Canada)
122,569737603617943552,negative,1.0,Customer Service Issue,0.6527,Virgin America,,KindofLuke,,0,like customer service min delay connecting passenger seems long va370,,2015-02-22 21:56:44 -0800,,
123,569714127792254976,positive,1.0,,,Virgin America,,ptbrodie,,0,outstanding nycjfk crew moved mountain home san francisco tonight,,2015-02-22 20:23:27 -0800,San Francisco,
124,569675144353828864,positive,1.0,,,Virgin America,,cheryleng,,0,absolute best team customer service ever every time fly im delighted,"[33.9469039, -118.40716847]",2015-02-22 17:48:33 -0800,,Pacific Time (US & Canada)
125,569674358135914496,neutral,1.0,,,Virgin America,,HishamSharaby,,0,provide complimentary upgrade first class available seat,,2015-02-22 17:45:25 -0800,New York,Eastern Time (US & Canada)
126,569666477265018881,negative,0.6703,Customer Service Issue,0.6703,Virgin America,,ChrisFordisHere,,0,need change thats scheduled hour min wait time phone im calling intern help,"[51.04345575, -114.06071363]",2015-02-22 17:14:06 -0800,NYC,Tehran
127,569652497947734017,positive,1.0,,,Virgin America,,JKF1897,,0,completely awesome experience last month boslas nonstop awesome depart time vabeatsjblue,,2015-02-22 16:18:33 -0800,,
128,569649116487290880,neutral,1.0,,,Virgin America,,F6x,,0,watch oscars2015 jfkgtsfo,"[40.64662464, -73.77090177]",2015-02-22 16:05:07 -0800,"San Francisco, CA",Pacific Time (US & Canada)
129,569643262459269120,neutral,0.6535,,0.0,Virgin America,,lawyang588,,0,cancelled flightled,,2015-02-22 15:41:51 -0800,,
130,569642845516275712,negative,1.0,Customer Service Issue,0.6448,Virgin America,,melokudo,,0,failing customer check process link tsa precheck,,2015-02-22 15:40:12 -0800,,Eastern Time (US & Canada)
131,569634318349246464,negative,1.0,Can't Tell,1.0,Virgin America,,ChrysiChrysic,,0,fidifamilies u terrible airline gave u hotel hotline number said sorry,,2015-02-22 15:06:19 -0800,,
132,569633630978310145,neutral,1.0,,,Virgin America,,nikkisixxfan93,,0,number sfo cabo san lucas arrived yet,,2015-02-22 15:03:35 -0800,"Sacramento,California",Pacific Time (US & Canada)
133,569633279546036224,negative,1.0,Cancelled Flight,0.6875,Virgin America,,ChrysiChrysic,,0,chrysichrysic assistance yesterday cancelled flightled give u hotel hotline shame,,2015-02-22 15:02:11 -0800,,
134,569630092273410048,negative,1.0,Late Flight,1.0,Virgin America,,MOCBlogger,,0,another delayed likingyoulessandless,,2015-02-22 14:49:31 -0800,San Diego,Alaska
135,569627480425766912,negative,1.0,Customer Service Issue,1.0,Virgin America,,tfaz,,0,need register service dog first class ticket sfo gt dulles phone queue hour longer pls advise,,2015-02-22 14:39:09 -0800,"Oakland, California",Pacific Time (US & Canada)
136,569625739231948800,positive,1.0,,,Virgin America,,lisaptv,,1,rock making watch oscar redcarpet oscar oscars2015,,2015-02-22 14:32:14 -0800,,Mountain Time (US & Canada)
137,569625609799774208,neutral,1.0,,,Virgin America,,dropapp,,0,reallytallchris dropped track httpstcozv2pt6trk9,,2015-02-22 14:31:43 -0800,,
138,569620102389350401,positive,0.7011,,,Virgin America,,HollywoodHotMom,,0,always xoxo,,2015-02-22 14:09:50 -0800,All Over!,Pacific Time (US & Canada)
139,569619569372823552,negative,1.0,Flight Booking Problems,1.0,Virgin America,,GoShar2012,,0,cant book seat flight buy even check creates much anxiety frustrated,,2015-02-22 14:07:43 -0800,"Providence, RI",Eastern Time (US & Canada)
140,569618527948115968,negative,0.6543,Flight Attendant Complaints,0.3562,Virgin America,,MOCBlogger,,0,youd think paying extra buck rt luggage might afford hiring extra hand sfo lame,,2015-02-22 14:03:34 -0800,San Diego,Alaska
141,569616490380439552,positive,1.0,,,Virgin America,,SkateMamas,,0,best customer service rep world irmafromdallas take cake,,2015-02-22 13:55:28 -0800,"Los Angeles, CA",
142,569615109363929088,neutral,0.355,,0.0,Virgin America,,FiDiFamilies,,0,find u flt lax sooner midnight monday would great customer service,,2015-02-22 13:49:59 -0800,New York City ,Eastern Time (US & Canada)
143,569614365755899905,negative,0.6889,Late Flight,0.6889,Virgin America,,jarrydosborne,,0,provide status cant imagine time web indicates dude weather andor dallas,,2015-02-22 13:47:02 -0800,New York,Eastern Time (US & Canada)
